Time,Distance,Theta,LW_Vel,RW_Vel,Pose_x,Pose_y,Pose_Ori
10.989000,287.427361,-3.134924,21.864754,22.308726,119.928100,-0.603319,0.009883
11.322000,280.072550,-3.131710,21.386667,20.903698,126.969102,-0.533734,0.006386
11.655000,273.031420,-3.135206,21.458727,21.930061,134.193188,-0.487598,0.009798
11.988000,265.807259,-3.131794,22.758505,21.816781,141.614617,-0.414877,0.002981
12.321000,258.385716,-3.138612,21.426782,21.554339,148.770942,-0.393543,0.003905
12.654000,251.229367,-3.137688,21.709179,20.611583,155.817295,-0.366030,-0.004041
12.987000,244.182980,-3.145634,22.059302,22.768739,163.281102,-0.396193,0.001095
13.320000,236.719229,-3.140498,21.329748,21.505617,170.413186,-0.388386,0.002368
13.653000,229.587142,-3.139225,20.885287,21.511710,177.472267,-0.371672,0.006902
13.986000,222.528044,-3.134690,21.269376,21.279542,184.556493,-0.322772,0.006976
14.319000,215.443749,-3.134617,21.242966,21.317305,191.642605,-0.273338,0.007514
14.652000,208.357574,-3.134078,21.008670,21.338398,198.693193,-0.220357,0.009901
14.985000,201.306927,-3.131691,21.045128,21.560188,205.786631,-0.150122,0.013630
15.318000,194.213427,-3.127963,22.688557,20.975080,213.055951,-0.051037,0.001226
15.651000,186.944056,-3.140367,21.078011,20.986884,220.059751,-0.042452,0.000566
15.984000,179.940254,-3.141027,21.519780,22.435736,227.378343,-0.038310,0.007197
16.317000,172.621661,-3.134396,22.274179,20.719577,234.536618,0.013207,-0.004057
16.650000,165.463382,-3.145650,21.657600,22.528331,241.893515,-0.016642,0.002246
16.983000,158.106486,-3.139347,21.161511,21.152353,248.938756,-0.000817,0.002180
17.316000,151.061244,-3.139413,21.873391,21.066531,256.088236,0.014767,-0.003661
17.649000,143.911765,-3.145254,21.919980,21.936962,263.390367,-0.011968,-0.003538
17.982000,136.609633,-3.145131,21.857395,21.940463,270.682665,-0.037770,-0.002937
18.315000,129.317340,-3.144530,20.581746,21.143295,277.629854,-0.058173,0.001128
18.648000,122.370160,-3.140464,21.869987,20.721779,284.721379,-0.050172,-0.007184
18.981000,115.278632,-3.148776,20.349446,22.249645,291.813944,-0.101124,0.006572
19.314000,108.186103,-3.135021,21.315326,21.854522,299.001569,-0.053887,0.010475
19.647000,100.998446,-3.131117,21.064661,21.550421,306.096591,0.020438,0.013992
19.980000,93.903411,-3.127601,22.124724,20.168144,313.137664,0.118962,-0.000172
20.313000,86.862417,-3.141765,21.411171,21.026538,320.203542,0.117746,-0.002957
20.646000,79.796545,-3.144549,20.647388,21.642062,327.244705,0.096928,0.004244
20.979000,72.755360,-3.137349,22.455737,21.697173,334.596098,0.128128,-0.001247
21.312000,65.404027,-3.142840,20.699005,21.394394,341.604644,0.119386,0.003787
21.645000,58.395478,-3.137806,21.685256,21.921006,348.865034,0.146879,0.005493
21.978000,51.135177,-3.136099,22.694975,20.594261,356.072583,0.186473,-0.009714
22.311000,43.927812,-3.151307,21.892608,21.919593,363.366971,0.115612,-0.009519
22.644000,36.633212,-3.151111,21.409641,22.380709,370.657734,0.046212,-0.002489
22.977000,29.342303,-3.144082,22.293157,20.764138,377.826751,0.028368,-0.013558
23.310000,22.173267,-3.155150,21.204612,22.570234,385.114593,-0.070444,-0.003672
23.643000,14.885573,-3.145264,21.782786,21.542584,392.328219,-0.096932,-0.005411
23.976000,7.672393,-3.147003,20.482397,22.022636,399.405203,-0.135223,0.005739
24.309000,0.609974,-3.135853,0.000000,0.000000,399.405203,-0.135223,0.005739
24.642000,100.136990,-3.135853,-5.000000,5.000000,399.405203,-0.135223,0.078131
24.975000,100.136990,-3.063462,-5.000000,5.000000,399.405203,-0.135223,0.150522
25.308000,100.136990,-2.991071,-5.000000,5.000000,399.405203,-0.135223,0.222913
25.641000,100.136990,-2.918679,-5.000000,5.000000,399.405203,-0.135223,0.295305
25.974000,100.136990,-2.846288,-5.000000,5.000000,399.405203,-0.135223,0.367696
26.307000,100.136990,-2.773897,-5.000000,5.000000,399.405203,-0.135223,0.440087
26.640000,100.136990,-2.701506,-5.000000,5.000000,399.405203,-0.135223,0.512478
26.973000,100.136990,-2.629114,-5.000000,5.000000,399.405203,-0.135223,0.584870
27.306000,100.136990,-2.556723,-5.000000,5.000000,399.405203,-0.135223,0.657261
27.639000,100.136990,-2.484332,-5.000000,5.000000,399.405203,-0.135223,0.729652
27.972000,100.136990,-2.411940,-5.000000,5.000000,399.405203,-0.135223,0.802044
28.305000,100.136990,-2.339549,-5.000000,5.000000,399.405203,-0.135223,0.874435
28.638000,100.136990,-2.267158,-5.000000,5.000000,399.405203,-0.135223,0.946826
28.971000,100.136990,-2.194766,-5.000000,5.000000,399.405203,-0.135223,1.019218
29.304000,100.136990,-2.122375,5.000000,5.000000,400.277717,1.282854,1.019218
29.637000,98.717536,-2.122375,-5.000000,5.000000,400.277717,1.282854,1.091609
29.970000,98.717536,-2.049984,-5.000000,5.000000,400.277717,1.282854,1.164000
30.303000,98.717536,-1.977592,-5.000000,-5.000000,399.618928,-0.246271,1.164000
30.636000,100.246995,-1.977592,-5.000000,5.000000,399.618928,-0.246271,1.236391
30.969000,100.246995,-1.905201,-5.000000,5.000000,399.618928,-0.246271,1.308783
31.302000,100.246995,-1.832810,-5.000000,5.000000,399.618928,-0.246271,1.381174
31.635000,100.246995,-1.760419,-5.000000,5.000000,399.618928,-0.246271,1.453565
31.968000,100.246995,-1.688027,-5.000000,5.000000,399.618928,-0.246271,1.525957
32.301000,100.246995,-1.615636,20.460449,22.712878,399.941144,6.934863,1.542262
32.634000,93.065155,-1.599330,20.128692,21.733438,400.140000,13.902070,1.553879
32.967000,86.098043,-1.587713,21.953545,23.158501,400.267060,21.412151,1.562602
33.300000,78.588302,-1.578991,22.094029,21.981425,400.327193,28.750468,1.561787
33.633000,71.250283,-1.579806,20.167667,22.407070,400.391057,35.838874,1.577998
33.966000,64.162318,-1.563594,22.513473,20.526305,400.339447,43.004811,1.563613
34.299000,56.996200,-1.577980,21.616804,22.990710,400.392799,50.431771,1.573559
34.632000,49.569786,-1.568034,21.542821,22.379552,400.372597,57.744818,1.579616
34.965000,42.256825,-1.561977,22.573848,20.925233,400.308720,64.987133,1.567681
35.298000,35.014228,-1.573911,20.521854,22.867421,400.331223,72.211413,1.584661
35.631000,27.790561,-1.556931,20.936085,20.906207,400.234632,79.177485,1.584445
35.964000,20.823837,-1.557148,21.073348,21.081637,400.138837,86.195636,1.584505
36.297000,13.805062,-1.557088,21.777492,20.700379,400.041884,93.267537,1.576708
36.630000,6.732593,-1.564885,21.416965,22.060143,399.999093,100.506349,1.581364
36.963000,0.506350,-1.560229,0.000000,0.000000,399.999093,100.506349,1.581364
