Time,Distance,dTheta,QRToIMR_Theta, QRToIMR_X,QRToIMR_Y,InRange, LW_Vel,RW_Vel,Pose_x,Pose_y,Pose_Ori,QRPose_x,QRPose_y,QRPose_Ori
49.617,138.770216,0.011432,0.016625,1.586446,138.770216,1,10.382485,10.015822,157.355364,159.769021,-0.010241,296.13455,159.934309,0.006384
49.95,134.989405,0.010524,0.015396,1.420718,134.989405,1,11.312949,11.482619,161.150627,159.730154,-0.009012,296.13455,159.934309,0.006384
50.283,138.593241,0.009832,0.026365,1.362643,138.593241,1,10.488433,10.655661,164.670976,159.698426,-0.007802,303.259999,159.9798,0.018563
50.616,134.790107,0.009134,0.02539,1.231268,134.790107,1,11.350619,11.485254,168.473033,159.668762,-0.006827,303.259999,159.9798,0.018563
50.949,138.354989,0.009726,0.017977,1.34566,138.354989,1,9.984205,10.044923,171.807805,159.645995,-0.006388,310.159972,160.107899,0.011589
51.282,134.591235,0.01036,0.018339,1.394409,134.591235,1,11.328544,11.278511,175.571803,159.621952,-0.00675,310.159972,160.107899,0.011589
51.615,138.645432,0.00952,0.004354,1.319994,138.645432,1,10.03727,10.247223,178.949094,159.599155,-0.00523,317.59263,160.194043,-0.000876
51.948,134.726664,0.016927,0.011485,2.280758,134.726664,1,12.201315,11.216256,182.848066,159.578763,-0.012361,317.59263,160.194043,-0.000876
52.281,138.412389,0.018727,-0.000946,2.592414,138.412389,1,10.614097,10.385439,186.344222,159.535545,-0.014016,324.77935,160.187751,-0.014962
52.614,134.472741,0.015638,-0.004585,2.103019,134.472741,1,11.605058,12.107807,190.292026,159.480209,-0.010377,324.77935,160.187751,-0.014962
52.947,138.468204,0.01936,-0.005223,2.681109,138.468204,1,10.362381,9.75205,193.640899,159.445457,-0.014795,332.133614,160.077709,-0.020018
53.28,134.547085,0.011771,-0.01338,1.583859,134.547085,1,11.295577,12.422303,197.589493,159.387033,-0.006638,332.133614,160.077709,-0.020018
53.613,138.640427,0.009895,-0.010423,1.371873,138.640427,1,9.814715,9.927514,200.876502,159.365212,-0.005822,339.51458,159.929935,-0.016245
53.946,134.656675,0.006539,-0.014072,0.880569,134.656675,1,11.705323,12.209321,204.858223,159.342031,-0.002173,339.51458,159.929935,-0.016245
54.279,138.527386,0.009411,-0.00135,1.303767,138.527386,1,10.689558,10.164534,208.330421,159.334484,-0.005974,346.855335,159.810674,-0.007324
54.612,134.624244,0.010362,-0.000672,1.395002,134.624244,1,11.769684,11.676069,212.234069,159.311163,-0.006652,346.855335,159.810674,-0.007324
54.945,138.659964,0.015447,0.020617,2.142066,138.659964,1,10.554588,9.805344,215.623923,159.288614,-0.012076,354.299644,159.756148,0.008541
55.278,134.686507,0.018971,0.023686,2.555462,134.686507,1,12.122645,11.698667,219.589882,159.24072,-0.015145,354.299644,159.756148,0.008541
55.611,138.311111,0.015174,0.038195,2.098949,138.311111,1,10.122648,10.746329,223.064168,159.188098,-0.01063,361.389777,159.816705,0.027565
55.944,134.550755,0.014934,0.037529,2.00949,134.550755,1,11.310616,11.402576,226.845701,159.147899,-0.009964,361.389777,159.816705,0.027565
56.277,138.341636,0.014411,0.035214,1.993824,138.341636,1,9.898799,10.181917,230.188975,159.114584,-0.007915,368.526277,160.013476,0.027299
56.61,134.447053,0.015843,0.036228,2.130226,134.447053,1,11.768963,11.62882,234.084583,159.08375,-0.008929,368.526277,160.013476,0.027299
56.943,138.278995,0.019108,0.019964,2.642563,138.278995,1,10.345518,10.096455,237.488036,159.053359,-0.010732,375.787428,160.211748,0.009232
57.276,134.550614,0.012735,0.013059,1.713625,134.550614,1,10.784291,11.738106,241.237799,159.013114,-0.003827,375.787428,160.211748,0.009232
57.609,138.522408,0.012427,-0.005371,1.721496,138.522408,1,10.117682,10.205628,244.621606,159.000163,-0.003191,383.143309,160.279656,-0.008562
57.942,134.759003,0.012938,-0.005207,1.743662,134.759003,1,11.313096,11.290374,248.385064,158.988154,-0.003355,383.143309,160.279656,-0.008562
58.275,138.523948,0.013324,-0.008164,1.845818,138.523948,1,10.255891,10.116863,251.777109,158.976772,-0.004362,390.299739,160.218383,-0.012526
58.608,134.681629,0.017614,-0.004253,2.372529,134.681629,1,11.818598,11.278374,255.622718,158.959999,-0.008273,390.299739,160.218383,-0.012526
58.941,138.520009,0.013466,-0.001931,1.865411,138.520009,1,10.012891,10.487817,259.035969,158.931762,-0.004834,397.554359,160.127503,-0.006765
