Time, R_x, R_y, R_Ori, KF_x, KF_y, KF_Ori, KF_q, KF_alpha
82.917000, 11.867047, 106.820145, 1.167416, 11.268852, 106.916310, 1.277974, -2.997387, -0.482654
83.250000, 15.044815, 109.367399, 1.133548, 13.584729, 108.422561, 1.129475, -1.286915, -0.010318
83.583000, 21.429080, 110.529203, 1.125710, 18.980028, 109.892357, 0.955923, 1.889525, 1.479680
83.916000, 11.711248, 111.746696, 1.038234, 14.379858, 111.137531, 0.985006, 0.688664, 0.330257
84.249000, 18.520660, 113.760548, 1.042849, 17.267212, 113.112300, 0.668078, 1.855759, -0.367502
84.582000, 17.150524, 111.936132, 1.030597, 17.324049, 112.372302, 0.895587, 0.739890, -0.251645
84.915000, 22.309402, 113.871954, 1.026221, 20.795705, 113.616783, 0.957299, 3.386395, -0.550709
85.248000, 19.514264, 112.314282, 1.001278, 20.066769, 112.950357, 0.938595, 1.643003, -0.339286
85.581000, 24.449623, 114.652465, 1.000156, 23.242550, 114.372954, 0.952320, 3.993651, -1.072499
85.914000, 21.252248, 113.104812, 0.971808, 22.097091, 113.714492, 0.868687, 2.117485, -0.306862
86.247000, 25.122966, 115.616874, 0.951384, 24.400629, 115.224013, 0.887391, 3.364296, -0.119376
86.580000, 22.627648, 113.915710, 0.929430, 23.334454, 114.535256, 0.905205, 1.311090, -0.093803
86.913000, 25.920566, 116.889612, 0.910294, 25.251163, 116.328372, 0.893823, 2.474825, -0.442802
87.246000, 22.993202, 115.210049, 0.884817, 23.847692, 115.647474, 0.852187, 0.274003, -0.084370
87.579000, 26.605079, 118.074620, 0.864426, 25.835432, 117.407820, 0.850181, 2.365832, 0.054386
87.912000, 22.803246, 116.543355, 0.831693, 23.917214, 116.857027, 0.859542, 0.407774, 0.145052
88.245000, 25.822863, 119.836352, 0.814457, 25.341872, 118.987528, 0.858451, 2.056882, 0.319554
88.578000, 22.202712, 118.108070, 0.783713, 23.369144, 118.395793, 0.863250, 0.004037, -0.007847
88.911000, 24.163126, 121.487354, 0.750218, 24.026139, 120.545614, 0.806502, 1.492000, 0.332963
89.244000, 20.546725, 119.641536, 0.719908, 21.801280, 119.872754, 0.788632, -0.356229, 0.418501
89.577000, 22.249332, 123.462231, 0.697239, 22.230840, 122.327340, 0.826860, 1.532661, 0.844861
89.910000, 18.200788, 121.577316, 0.663849, 19.686775, 121.754209, 0.785963, -0.493312, 0.208287
90.243000, 19.362529, 125.283653, 0.630249, 19.575766, 124.174669, 0.746350, 1.584601, 0.397868
90.576000, 14.702813, 123.275954, 0.592355, 16.488889, 123.445777, 0.689766, -0.062038, 0.712767
90.909000, 15.197833, 127.596523, 0.567950, 15.779645, 126.276126, 0.920198, 1.850611, 1.142898
91.242000, 10.770273, 125.280892, 0.532548, 12.592008, 125.535078, 0.848417, -0.254203, 1.017833
91.575000, 11.324630, 129.130377, 0.515179, 11.834380, 128.048769, 0.877018, 1.678523, 1.074092
91.908000, 8.263192, 126.348549, 0.490927, 9.666333, 126.906397, 0.736932, -0.188701, 0.336939
92.241000, 9.146584, 130.358921, 0.476136, 9.400732, 129.341184, 0.642903, 1.842136, 0.063537
92.574000, 6.483826, 127.457455, 0.455232, 7.598828, 128.023754, 0.538307, -0.371118, -0.411123
92.907000, 7.796803, 131.341772, 0.438275, 7.844512, 130.219929, 0.425941, 0.475195, -0.083892
93.240000, 5.804091, 128.218043, 0.422728, 6.392331, 128.884825, 0.414178, -0.963261, -0.005215
93.573000, 6.720478, 132.056250, 0.412343, 6.651087, 130.869369, 0.425671, -0.214876, 0.073203
93.906000, 4.976865, 128.766764, 0.398798, 5.384830, 129.467032, 0.428172, -1.020532, -0.153761
94.239000, 5.917528, 132.828847, 0.378614, 5.790163, 131.579865, 0.369914, 0.356221, -0.207868
94.572000, 4.501165, 129.439033, 0.367670, 4.846126, 130.196708, 0.355287, -1.198402, -0.128517
94.905000, 5.763500, 133.223794, 0.351847, 5.470039, 132.078559, 0.334012, 0.362632, -0.398040
95.238000, 4.671209, 129.931598, 0.343439, 4.884633, 130.723997, 0.303449, -0.444351, -0.100458
95.571000, 5.750695, 133.579387, 0.324020, 5.512693, 132.501207, 0.305572, 0.780524, -0.540897
95.904000, 4.126128, 130.188098, 0.311538, 4.556584, 131.057707, 0.258130, -0.287409, -0.053237
96.237000, 5.455253, 134.125542, 0.305081, 5.208457, 132.964261, 0.301373, 0.647389, -0.011504
96.570000, 4.285058, 130.680911, 0.296125, 4.569115, 131.550054, 0.292247, 0.110256, 0.172670
96.903000, 5.176255, 134.489549, 0.287402, 5.085005, 133.411990, 0.349458, 1.305322, 0.659681
97.236000, 3.753975, 131.146034, 0.276555, 4.186947, 131.982560, 0.327380, 0.041422, 0.420619
97.569000, 4.694205, 134.988800, 0.276629, 4.664181, 133.969096, 0.437104, 1.312005, 0.233645
97.902000, 2.972829, 131.426717, 0.263529, 3.501935, 132.317314, 0.321225, -0.471156, 0.483674
98.235000, 3.658587, 135.570704, 0.272295, 3.707218, 134.430385, 0.440095, 0.465547, 1.075661
98.568000, 2.186011, 132.004631, 0.261139, 2.586211, 132.809423, 0.437530, -1.416821, 0.607265
98.901000, 3.789935, 135.780150, 0.269792, 3.399031, 134.805638, 0.372693, 0.386326, 0.754138
99.234000, 2.057883, 132.193004, 0.256687, 2.410210, 133.007512, 0.418298, -0.785399, 0.657143
99.567000, 3.803518, 135.971351, 0.251155, 3.421168, 135.012475, 0.385583, 1.120184, 0.607001
99.900000, 2.407624, 132.349909, 0.240607, 2.709952, 133.237520, 0.363083, -0.378825, 0.167958
100.233000, 2.574155, 136.130630, 0.210649, 2.719193, 135.119991, 0.321900, 0.117937, 0.599661
100.566000, 2.982086, 139.832699, 0.188308, 3.110334, 138.190183, 0.204657, 1.261828, 0.064171
100.899000, 1.976209, 135.839661, 0.180903, 2.351280, 136.630984, 0.203094, 0.099144, 0.089963
101.232000, 3.229404, 139.387240, 0.169968, 3.060201, 138.399169, 0.236487, 0.727727, 0.343675
101.565000, 2.291228, 135.422785, 0.163040, 2.504679, 136.536349, 0.209562, 0.091153, 0.699274
101.898000, 2.969729, 138.953854, 0.167934, 2.925246, 138.095052, 0.327298, 1.251754, 0.718882
102.231000, 1.189950, 135.045589, 0.154754, 1.711826, 136.097343, 0.229573, -0.775746, 0.528126
102.564000, 2.350780, 138.476391, 0.179370, 2.181540, 137.670724, 0.307573, 0.330531, 0.563447
102.897000, 2.266492, 134.499178, 0.178743, 2.133313, 135.641040, 0.318560, -1.021718, 0.554294
103.230000, 3.410669, 137.956259, 0.191885, 3.021086, 137.165808, 0.270714, 0.019632, -0.038235
103.563000, 2.545292, 134.070177, 0.185430, 2.564383, 135.145266, 0.265116, -0.887831, 0.553787
103.896000, 3.140371, 137.921542, 0.197630, 2.981975, 136.890984, 0.266920, 0.100363, -0.015598
104.229000, 2.499430, 134.138687, 0.192851, 2.551545, 135.121930, 0.245418, -0.528155, -0.318713
104.562000, 3.043239, 137.732650, 0.180074, 2.914790, 136.758070, 0.157955, 0.294475, -0.582876
104.895000, 2.683858, 133.963296, 0.177392, 2.749583, 135.025351, 0.107012, -0.318365, -0.069790
105.228000, 1.529994, 130.684596, 0.096171, 1.856632, 132.340153, 0.094329, -0.682346, -0.122427
105.561000, 1.759446, 135.036934, 0.103490, 1.731001, 134.001271, 0.085913, -0.160539, -0.060571
105.894000, 1.773003, 131.394179, 0.103593, 1.735544, 132.387876, 0.101184, -0.063184, 0.031656
106.227000, 2.748766, 135.492613, 0.126126, 2.470709, 134.312173, 0.116889, 0.993323, -0.303058
106.560000, 2.219678, 132.020345, 0.122118, 2.371244, 132.899369, 0.091515, 0.924280, -0.238166
106.893000, 2.364820, 128.883940, 0.195635, 2.453770, 130.410753, 0.124251, 0.387513, -0.381071
107.226000, 2.582283, 133.058231, 0.180895, 2.580700, 132.055428, 0.148554, 0.268947, -0.336084
107.559000, 1.673728, 129.808837, 0.173896, 1.972951, 130.674490, 0.133380, -0.076822, -0.811837
107.892000, 2.124747, 126.801579, 0.105060, 2.107979, 128.270808, 0.051942, -0.145847, -0.758207
108.225000, 2.043849, 131.286201, 0.086958, 1.988978, 130.153453, 0.023806, -0.496755, -0.712898
108.558000, 1.923811, 127.994648, 0.086021, 1.954729, 128.803675, -0.003935, 0.388035, -0.495211
108.891000, 2.185948, 132.509465, 0.096171, 2.047177, 131.122954, 0.020243, -0.630438, -0.561997
109.224000, 2.273793, 129.096993, 0.096852, 2.201803, 129.848063, 0.021163, 0.063800, -0.037454
109.557000, 1.571265, 126.081164, 0.163671, 1.840158, 127.513454, 0.129567, -0.179944, -0.331130
109.890000, 1.686940, 123.599916, 0.164607, 1.760345, 125.086383, 0.122008, 0.060543, 0.049859
110.223000, 1.510019, 121.179019, 0.163147, 1.601692, 122.672157, 0.163595, -0.349310, 0.339088
110.556000, 1.452125, 119.135878, 0.162661, 1.423508, 120.471516, 0.216848, -0.552647, 0.156681
110.889000, 1.128649, 117.121171, 0.159899, 1.087040, 118.362043, 0.211003, -0.833799, 0.256856
111.222000, 0.919428, 115.341399, 0.158085, 0.810854, 116.447718, 0.220240, -1.057907, 0.500613
111.555000, 0.823068, 113.672472, 0.157238, 0.635236, 114.671893, 0.274470, -1.131840, 0.879644
111.888000, 0.331035, 112.040835, 0.152846, 0.218299, 112.937647, 0.350711, -1.763246, 0.392708
112.221000, 0.364745, 110.327822, 0.153152, 0.044040, 111.188958, 0.332376, -1.945819, 0.583485
112.554000, 0.210579, 108.778037, 0.151734, -0.118450, 109.559273, 0.370966, -2.047470, 0.591875
112.887000, 0.288737, 107.008093, 0.152465, -0.125900, 107.826683, 0.411323, -2.377921, 0.237994
113.220000, 0.597753, 105.340609, 0.155398, 0.058416, 106.144069, 0.359157, -2.210202, 0.554594
113.553000, 0.781813, 103.647671, 0.157174, 0.264983, 104.461804, 0.409692, -1.865948, 0.584563
113.886000, 0.781813, 103.647671, 0.157174, 0.420851, 103.882352, 0.339580, -1.454239, 0.266814
114.219000, 0.781813, 103.647671, 0.157174, 0.517289, 103.709106, 0.261880, -1.485006, 0.696816
